client_code,station,waiting_time
Code02,S2,2.485676199999972
Code01,S2,1.77797360000001
Code10,S2,2.0221903999999853
Code01,S2,2.8771033999999958
Code02,S2,2.7640879999999584
Code06,S2,1.9028875999999855
Code01,S2,2.498252199999982
Code03,S2,2.8518595999999548
Code03,S2,2.45207359999997
Code02,S2,2.570280199999985
Code02,S2,2.656619799999959
Code02,S2,1.8036913999999769
Code01,S2,2.115174600000003
Code01,S2,2.115174600000003
Code02,S2,2.26198219999997
Code02,S2,3.272068799999971
Code01,S2,2.8033940000000115
Code02,S2,2.684788199999957
Code08,S2,3.6999037999999587
Code02,S2,3.548483199999964
Code02,S2,2.267022599999976
Code02,S2,2.7937685999999786
Code01,S2,2.948470400000005
Code02,S2,2.4737619999999794
Code02,S2,2.417967799999971
Code01,S2,3.041395200000011
Code01,S2,2.4584827999999987
Code02,S2,2.9071269999999885
Code02,S2,3.8295189999999906
Code02,S2,2.892096999999964
Code02,S2,2.423008199999984
Code01,S2,3.1343200000000166
Code03,S2,3.1441603999999757
Code02,S2,2.9121674000000013
Code02,S2,2.7863885999999667
Code01,S2,2.696483999999998
Code01,S2,2.0106852000000117
Code04,S2,2.115174600000003
Code01,S2,2.745207999999991
Code01,S2,2.6849194000000125
Code06,S2,2.0106852000000117
Code09,S2,2.425430399999996
Code04,S2,2.7336434000000054
Code01,S2,1.7621263999999996
Code01,S2,1.7321708000000058
Code04,S2,2.292379799999992
Code01,S2,2.226980399999988
Code01,S2,1.8285232000000065
Code01,S2,2.039386400000012
Code01,S2,3.265151199999991
Code06,S2,2.426427799999999
Code01,S2,2.039386400000012
Code01,S2,2.425430399999996
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,1.2183620000000002
Code01,S3,0.0
Code01,S3,0.7718499999999997
Code01,S3,1.2183620000000008
Code01,S3,0.32503799999999927
Code01,S3,0.7718500000000006
Code01,S3,1.5433999999999992
Code04,S3,0.9228426000000001
Code01,S3,1.0969879999999987
Code01,S3,0.6402014000000005
Code01,S3,1.2478805999999985
Code01,S3,0.0
Code01,S3,0.0
Code10,S3,0.4152718000000011
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code04,S3,0.0
Code04,S3,0.0
Code01,S3,0.0
Code01,S3,0.5299153999999966
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code04,S3,0.0
Code10,S3,0.3922639999999973
Code01,S3,0.0
Code01,S3,0.6291944000000029
Code10,S3,0.0
Code01,S3,0.0
Code04,S3,0.0
Code04,S3,0.0
Code01,S3,0.0
Code06,S3,0.0
Code01,S3,0.0
Code01,S3,0.41102360000000715
Code04,S3,0.3441291999999976
Code10,S3,0.5226144000000019
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code09,S3,0.20704740000000044
Code01,S3,0.0
Code01,S3,0.7099790000000041
Code01,S3,0.7653677999999999
Code04,S3,1.3698546000000036
Code04,S3,1.3441812000000084
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code09,S3,0.4261532000000017
Code01,S3,0.0
Code01,S3,0.0
Code10,S3,0.0
Code06,S3,0.3863838000000186
Code01,S3,1.0485327999999896
Code01,S3,1.1255483999999996
Code01,S3,0.0
Code01,S3,0.10147600000000523
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code01,S3,0.0
Code04,S3,0.0
Code01,S3,0.0
Code01,S3,0.46887679999998966
Code06,S3,0.11429439999999147
Code01,S3,0.46322840000000554
Code01,S3,1.5857380000000063
Code09,S3,2.738203200000001
Code04,S3,2.765831199999994
Code01,S3,2.9817146000000037
Code01,S3,4.134179799999998
Code04,S3,3.9260117999999977
Code01,S3,3.543990600000015
Code01,S3,3.6872678000000008
Code01,S3,4.389240200000003
Code06,S3,4.146473400000005
Code01,S3,4.315940600000019
Code01,S3,5.161190200000007
Code01,S3,5.927611400000018
Code05,S4,0.0
Code05,S4,0.0
Code05,S4,0.0
Code05,S4,0.486748
Code05,S4,0.48554800000000004
Code05,S4,0.489748
Code05,S4,0.975496
Code05,S4,0.9753959999999999
Code05,S4,0.497748
Code05,S4,0.984496
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.6962645999999992
Code01,S4,0.0
Code01,S4,0.6962645999999992
Code01,S4,1.067491200000001
Code01,S4,0.6962645999999992
Code01,S4,1.067491200000001
Code04,S4,2.0724773999999995
Code01,S4,1.067491200000001
Code01,S4,2.0724773999999986
Code01,S4,2.2106678000000013
Code01,S4,1.7020731999999992
Code01,S4,1.8882457999999982
Code10,S4,1.3699679999999983
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code04,S4,0.08169320000000013
Code04,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.8252553999999996
Code01,S4,0.0
Code01,S4,0.0
Code04,S4,0.0
Code01,S4,0.0
Code10,S4,0.02992179999999678
Code01,S4,0.1960609999999967
Code01,S4,0.0
Code10,S4,0.0
Code04,S4,0.0
Code04,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code06,S4,0.0
Code04,S4,0.2330361999999937
Code10,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code09,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code04,S4,0.2330361999999937
Code04,S4,0.968688599999993
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code09,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code10,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code06,S4,0.0
Code01,S4,0.0
Code01,S4,0.5297925999999933
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code04,S4,0.0
Code01,S4,0.0
Code01,S4,0.0
Code01,S4,0.3293886000000015
Code01,S4,0.0
Code06,S4,0.0
Code04,S4,0.0
Code01,S4,0.0
Code09,S4,0.0
Code04,S4,0.0
Code01,S4,0.36202699999999766
Code01,S4,0.13398859999999502
Code01,S4,1.3712150000000065
Code01,S4,0.4960155999999927
Code01,S4,0.058303199999997446
Code01,S4,0.2863416000000001
Code06,S4,0.0
Code01,S4,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.8590957999999995
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code08,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code04,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.4053333999999964
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code10,S5,0.5631190000000039
Code02,S5,0.405733399999999
Code04,S5,0.0908500000000032
Code02,S5,0.0
Code08,S5,0.7638287999999989
Code04,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.4053334000000035
Code04,S5,0.2678888000000086
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.9705111999999971
Code02,S5,0.0
Code10,S5,0.0
Code02,S5,0.0
Code02,S5,0.9705111999999971
Code10,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.9707111999999967
Code04,S5,0.6396010000000132
Code04,S5,1.3771162000000103
Code07,S5,1.4594445999999976
Code02,S5,1.3514808000000045
Code02,S5,2.2024469999999994
Code02,S5,2.1400205999999997
Code08,S5,1.8690296000000117
Code02,S5,1.4899408000000065
Code07,S5,1.1805615999999972
Code02,S5,0.7608710000000087
Code02,S5,0.2499220000000122
Code04,S5,0.0
Code02,S5,0.0
Code02,S5,0.8994793999999899
Code02,S5,0.6134470000000078
Code07,S5,1.1824992000000023
Code02,S5,1.2413112000000055
Code10,S5,1.0881148000000067
Code08,S5,2.2124224000000083
Code02,S5,0.8723753999999957
Code02,S5,1.5047110000000075
Code02,S5,1.155395200000008
Code02,S5,0.8109065999999885
Code09,S5,1.2512858000000335
Code02,S5,0.0
Code04,S5,0.0
Code02,S5,0.0
Code04,S5,0.912867600000034
Code02,S5,1.580612799999983
Code02,S5,0.737942000000011
Code02,S5,1.8656299999999817
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code09,S5,0.0
Code02,S5,0.0
Code08,S5,0.4070334000000031
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.21606659999999067
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code02,S5,0.0
Code10,S5,0.0
Code02,S5,0.0
Code02,S5,0.17410180000001674
Code04,S5,0.0
Code09,S5,0.0
Code04,S5,0.0
Code04,S5,0.0
Code05,S6,0.0
Code05,S6,0.0
Code05,S6,1.1958242
Code05,S6,0.7090761999999999
Code05,S6,1.9099004
Code05,S6,1.9049003999999998
Code05,S6,2.6189766000000003
Code05,S6,2.6189766
Code05,S6,3.8148008000000004
Code05,S6,3.3280528
Code04,S6,0.0
Code10,S6,0.0
Code04,S6,0.0
Code04,S6,0.0
Code04,S6,0.0
Code10,S6,0.0
Code10,S6,0.0
Code04,S6,0.0
Code04,S6,0.0
Code06,S6,0.0
Code10,S6,0.0
Code04,S6,1.3107475999999991
Code09,S6,0.0
Code04,S6,0.0
Code04,S6,0.0
Code09,S6,0.0
Code10,S6,0.0
Code06,S6,0.0
Code04,S6,0.0
Code06,S6,0.0
Code09,S6,0.0
Code04,S6,0.0
Code04,S6,0.0
Code06,S6,0.0
Code05,S7,0.0
Code05,S7,0.0
Code01,S7,0.0
Code01,S7,0.0
Code03,S7,0.6486193999999994
Code05,S7,0.6373821999999993
Code01,S7,0.6081884000000004
Code05,S7,0.0
Code05,S7,0.9680729999999995
Code01,S7,1.2920622000000002
Code01,S7,1.2652596000000003
Code02,S7,0.9201935999999993
Code05,S7,1.3888607999999998
Code02,S7,1.1391605999999985
Code01,S7,1.6877055999999993
Code02,S7,1.4760628000000011
Code05,S7,0.9567169999999994
Code05,S7,1.5049837999999998
Code01,S7,1.5689913999999998
Code01,S7,2.2958940000000005
Code05,S7,1.5938991999999992
Code01,S7,1.973968000000001
Code02,S7,1.996528399999999
Code03,S7,1.9994009999999989
Code02,S7,2.204139399999999
Code02,S7,2.279665999999999
Code01,S7,2.358255400000001
Code05,S7,2.4619008000000004
Code03,S7,2.4911517999999973
Code03,S7,3.8254491999999995
Code02,S7,3.3417721999999976
Code01,S7,3.2773862000000005
Code03,S7,3.3446447999999993
Code02,S7,3.833522999999996
Code04,S7,4.020029799999998
Code01,S7,3.8855746000000018
Code01,S7,4.194463999999996
Code01,S7,3.5431594000000004
Code02,S7,4.3328264
Code02,S7,3.2162509999999997
Code02,S7,3.409478400000001
Code03,S7,3.0745472000000014
Code01,S7,3.1390487999999976
Code03,S7,3.213922199999999
Code08,S7,2.439030800000001
Code01,S7,3.6545147999999976
Code01,S7,4.0131657999999995
Code02,S7,4.3528816000000035
Code03,S7,4.5091937999999985
Code02,S7,4.685452000000005
Code10,S7,4.908276000000001
Code01,S7,4.145891600000006
Code02,S7,2.3901598000000064
Code02,S7,2.9404098000000047
Code03,S7,2.9432824000000046
Code04,S7,2.8699459999999988
Code03,S7,2.952106000000004
Code02,S7,2.9002420000000058
Code01,S7,2.6954104
Code01,S7,2.1930222000000015
Code02,S7,3.6911766000000057
Code02,S7,3.7293176000000052
Code04,S7,3.080465400000005
Code01,S7,2.827170400000007
Code01,S7,1.8045538000000114
Code02,S7,1.501169800000003
Code02,S7,0.9549870000000098
Code01,S7,0.8649144000000071
Code02,S7,0.9626690000000124
Code02,S7,1.4681646000000086
Code01,S7,0.29410520000001483
Code02,S7,0.15804000000001395
Code04,S7,0.0
Code03,S7,0.10769020000002172
Code02,S7,0.1643014000000136
Code01,S7,0.17443420000000032
Code03,S7,0.16717400000001703
Code02,S7,0.458441800000017
Code03,S7,0.6676618000000261
Code02,S7,1.1059944000000073
Code08,S7,1.0604038000000173
Code03,S7,1.1088670000000107
Code10,S7,1.02301700000001
Code02,S7,2.0100330000000284
Code01,S7,1.8422630000000169
Code02,S7,1.0866850000000312
Code02,S7,1.1068600000000117
Code03,S7,0.3299012000000374
Code10,S7,0.07415120000000286
Code02,S7,0.18351200000001455
Code02,S7,0.0
Code02,S7,0.0
Code04,S7,0.0
Code01,S7,0.0
Code04,S7,0.01894699999999716
Code03,S7,0.0
Code02,S7,0.0
Code01,S7,0.0
Code02,S7,0.0
Code02,S7,0.0
Code01,S7,0.006356400000001372
Code03,S7,0.0028726000000034446
Code02,S7,0.0
Code02,S7,0.0
Code01,S7,0.0
Code07,S7,0.0
Code02,S7,0.0
Code02,S7,0.0
Code06,S7,0.0
Code01,S7,0.0
Code04,S7,0.0
Code10,S7,0.0
Code01,S7,0.0
Code01,S7,0.16127639999999843
Code03,S7,0.3510278000000113
Code07,S7,0.6232135999999784
Code08,S7,0.16182459999999566
Code02,S7,0.687283199999996
Code02,S7,0.5302474000000075
Code09,S7,0.7609005999999923
Code01,S7,0.6441464000000039
Code02,S7,0.4990545999999938
Code02,S7,0.6360128000000174
Code02,S7,0.5674920000000014
Code01,S7,0.5428644000000133
Code01,S7,0.5000169999999926
Code02,S7,0.4421644000000029
Code02,S7,0.10856460000000112
Code07,S7,0.46470959999997774
Code02,S7,0.0
Code04,S7,0.0
Code02,S7,0.0
Code08,S7,0.0
Code02,S7,0.0
Code04,S7,0.0
Code01,S7,0.03781500000000193
Code03,S7,0.0028726000000034446
Code03,S7,0.0
Code02,S7,0.33722999999999814
Code01,S7,0.3641969999999972
Code01,S7,0.539336800000001
Code02,S7,0.7507668000000081
Code02,S7,1.0649787999999987
Code02,S7,1.0850951999999907
Code03,S7,0.7536394000000115
Code09,S7,0.3225055999999924
Code02,S7,0.1416308000000015
Code01,S7,0.0
Code02,S7,0.0
Code03,S7,0.0
Code03,S7,0.0
Code02,S7,0.0
Code01,S7,0.0
Code02,S7,0.43305780000000027
Code02,S7,0.6473298000000085
Code02,S7,0.0
Code01,S7,0.0
Code02,S7,0.0
Code02,S7,0.0
Code01,S7,0.0
Code10,S7,0.0
Code08,S7,0.0
Code02,S7,0.0
Code02,S7,0.45070899999998915
Code01,S7,0.36721239999999966
Code02,S7,0.22708679999996662
Code01,S7,0.039521199999995815
Code02,S7,0.0
Code01,S7,0.0
Code02,S7,0.0
Code06,S7,0.0
Code02,S7,0.0
Code02,S7,0.0
Code02,S7,0.0
Code01,S7,0.0
Code02,S7,0.10736199999999485
Code03,S7,0.0028726000000034446
Code02,S7,0.0
Code01,S7,0.0
Code01,S7,0.16127640000000554
Code02,S7,0.440708600000022
Code01,S7,0.0
Code01,S7,0.0
Code01,S7,0.0
Code04,S7,0.0
Code01,S7,0.0
Code01,S7,0.0
Code09,S7,0.0
Code01,S7,0.0
Code04,S7,0.0
Code01,S7,0.0
Code06,S7,0.0
Code01,S7,0.0
Code04,S7,0.0
Code01,S7,0.0
Code01,S7,0.040445599999998194
Code01,S7,0.0
Code01,S7,0.0
Code01,S7,0.0
Code06,S7,0.0
Code05,S8,0.0
Code05,S8,0.0
Code05,S8,0.0
Code05,S8,1.5073155999999996
Code05,S8,0.30649139999999964
Code05,S8,1.5073156
Code05,S8,1.8138069999999988
Code05,S8,1.8138069999999997
Code05,S8,1.8138069999999988
Code05,S8,3.321122599999999
Code01,S8,2.7464666000000006
Code01,S8,3.9473908
Code01,S8,3.6279559999999993
Code01,S8,2.3643959999999993
Code01,S8,3.5165374000000007
Code01,S8,3.4584303999999992
Code01,S8,2.9974583999999993
Code01,S8,3.3958945999999983
Code01,S8,4.082159600000001
Code01,S8,3.0425006000000003
Code01,S8,2.1812173999999978
Code01,S8,1.8616825999999982
Code01,S8,1.7542566000000015
Code01,S8,2.8254357999999975
Code01,S8,2.635746000000001
Code01,S8,1.3721859999999992
Code01,S8,2.214059199999994
Code01,S8,1.9235749999999925
Code01,S8,0.09256119999999868
Code01,S8,1.2189585999999935
Code01,S8,0.5114369999999901
Code01,S8,1.0689763999999897
Code01,S8,1.5438659999999942
Code01,S8,1.9564167999999924
Code01,S8,1.224655200000008
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code06,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code09,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code09,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code06,S8,0.0
Code01,S8,0.17240199999999106
Code01,S8,0.2604848000000004
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.020518199999997933
Code06,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.0
Code01,S8,0.8695459999999997
Code09,S8,1.4808295999999928
Code01,S8,1.1671745999999956
Code01,S8,0.9099915999999979
Code01,S8,1.0214513999999895
Code06,S8,1.7708352000000218
