client_code,makespan
Code01,13.0922218
Code01,14.293146
Code01,15.800261599999999
Code01,16.363652000000002
Code01,17.564476199999998
Code01,19.0717918
Code01,19.6351822
Code01,20.8361064
Code01,20.679048
Code01,21.2424384
Code01,20.777688599999998
Code01,22.2848042
Code01,20.5880436
Code01,21.3160754
Code01,17.518617199999998
Code01,17.487130599999997
Code01,18.479541599999997
Code01,19.392580199999998
Code01,15.248901399999998
Code01,15.919485399999996
Code01,17.098185
Code01,16.1409778
Code01,14.420309600000003
Code01,14.691771600000003
Code01,15.158667000000008
Code01,15.137559400000008
Code01,12.008101599999996
Code01,12.412747799999998
Code01,13.236747600000001
Code01,12.554988399999992
Code01,12.700064799999993
Code01,12.814253199999989
Code01,13.006417599999992
Code01,13.283278800000005
Code01,14.212173000000007
Code01,13.559658399999996
Code01,12.9160824
Code01,13.731318199999997
Code01,13.5626806
Code01,13.003314600000003
Code01,12.123728800000016
Code01,14.271391399999999
Code01,13.969555800000002
Code01,13.000544200000007
Code01,13.392204400000011
Code01,13.149149200000025
Code01,13.294225600000019
Code01,13.387150400000024
Code01,12.965514400000018
Code01,13.48007520000003
Code01,13.042239200000012
Code01,12.825317200000015
Code01,13.883580200000011
Code01,14.63693080000003
Code01,15.089596200000017
Code01,16.574132800000015
Code01,16.25071480000001
Code01,17.232761200000027
Code01,18.18038900000002
Code01,19.152324800000017
Code01,18.74266500000003
Code01,19.720248400000017
Code02,9.7006368
Code02,10.5143808
Code02,11.3237754
Code02,13.9625432
Code02,14.765031200000001
Code02,15.048970999999998
Code02,17.4222616
Code02,15.928396999999999
Code02,17.8472252
Code02,15.461241800000003
Code02,15.408920000000002
Code02,18.466797800000005
Code02,16.481555000000007
Code02,14.526462800000006
Code02,14.669450000000007
Code02,15.914331200000003
Code02,15.54787600000001
Code02,15.339165
Code02,15.825099200000002
Code02,13.990362400000006
Code02,14.133549600000002
Code02,14.387852200000005
Code02,14.48700980000001
Code02,13.085414400000005
Code02,14.179979200000009
Code02,15.132184199999994
Code02,14.604442800000012
Code02,14.293167600000011
Code02,12.3820118
Code02,12.0707366
Code02,11.733954599999986
Code02,11.885479799999978
Code02,13.295461999999972
Code02,14.00837379999998
Code02,12.233967199999974
Code02,13.058094399999977
Code02,14.013414199999978
Code02,12.97856099999997
Code02,13.063134799999972
Code02,16.956439799999963
Code02,14.726794599999977
Code02,15.344140199999963
Code02,15.500927599999983
Code02,13.248381999999971
Code02,13.771592799999972
Code02,11.384112799999961
Code02,12.685930399999968
Code02,13.479545199999968
Code02,13.520533999999962
Code02,13.654244399999968
Code02,15.194769399999956
Code02,15.037887799999972
Code02,12.88645239999996
Code02,12.13202199999997
Code02,13.25837659999997
Code02,13.765923399999963
Code02,13.799195199999978
Code02,13.929684199999976
Code02,12.687320199999974
Code02,12.88510179999998
Code02,13.179076799999976
Code02,13.163513599999966
Code02,13.143069599999976
Code02,12.633888399999954
Code02,13.184117199999989
Code02,12.265529799999989
Code02,12.411842
Code02,13.334233999999995
Code02,12.396811999999969
Code02,12.37793219999999
Code02,13.448420799999994
Code02,13.014232000000007
Code03,9.1036872
Code03,16.824811999999998
Code03,14.876884999999998
Code03,16.4195956
Code03,14.2140208
Code03,15.741718200000005
Code03,15.490767600000002
Code03,17.900274000000003
Code03,14.950126400000006
Code03,15.553227000000007
Code03,14.313723800000009
Code03,12.911728400000001
Code03,13.66364620000001
Code03,11.922543399999991
Code03,11.648904600000009
Code03,12.28221839999998
Code03,11.717234199999972
Code03,12.320985599999979
Code03,11.561064999999957
Code03,11.588591599999965
Code03,13.771311599999962
Code03,12.917926199999961
Code03,12.092644399999948
Code03,13.213099599999978
Code04,20.623193399999995
Code04,16.5056564
Code04,15.142637800000003
Code04,12.756354000000005
Code04,12.75447800000002
Code04,13.121282600000008
Code04,14.642746600000002
Code04,14.172963600000003
Code04,16.26108380000003
Code04,12.391870200000014
Code04,15.77617020000001
Code04,16.4950872
Code05,6.2407183999999996
Code05,6.2407183999999996
Code05,8.0739248
Code05,8.9438582
Code05,9.910731199999999
Code05,11.5315432
Code05,12.605715
Code05,13.1538818
Code05,13.960973399999999
Code05,16.3362906
Code06,15.986377799999993
Code06,15.8834814
Code06,15.719189599999993
Code06,21.937946400000016
Code07,9.580287799999994
Code07,9.924618399999972
Code07,10.935423799999974
Code08,11.647900400000001
Code08,11.007166600000001
Code08,12.05258279999996
Code08,11.670289599999968
Code08,11.048790399999959
Code09,17.152561200000022
Code09,15.860188799999989
Code09,18.933328200000005
Code10,23.446540600000006
Code10,17.756093200000002
Code10,16.272194
Code10,17.6855804
Code10,15.623429199999975
