timestamp,units_in_system
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
0.0,6
0.0,7
0.0,8
0.0,9
0.0,10
26.0,9
32.0,8
38.0,7
44.0,6
50.0,5
56.0,4
62.0,3
68.0,2
74.0,1
80.0,0
