machine,total_processing_time,processing_percent,down_percent,repair_percent,maint_percent,idle_percent
M1,13.09116896497563,62.108306706326196,0.0,0.0,0.0,37.891693293673804
M2,44.520931530227315,70.40674207497085,0.0,0.0,0.0,29.59325792502915
M3,19.79697939615649,93.92261848310784,0.0,0.0,0.0,6.07738151689216
